Titanic passager,Status,Home Country,Age,Crew or Passenger?,Gender,Class / Department,Ticket Number,Fare Price
"JAGO, Mr Joseph",Victim,England,57.0,Crew,Male,Engineering Crew,,
"JUKES, Mr Henry James",Victim,England,38.0,Crew,Male,Engineering Crew,,
"KEARL, Mr Charles Henry",Victim,England,44.0,Crew,Male,Engineering Crew,,
"KENCHENTEN, Mr Frederick Charles",Victim,England,36.0,Crew,Male,Engineering Crew,,
"KIRKHAM, Mr James",Victim,England,38.0,Crew,Male,Engineering Crew,,
"MCINERNEY, Mr Thomas",Victim,England,38.0,Crew,Male,Engineering Crew,,
"MOORES, Mr Richard Henry",Victim,England,44.0,Crew,Male,Engineering Crew,,
"MORRIS, Mr Arthur",Victim,England,30.0,Crew,Male,Engineering Crew,,
"OLIVE, Mr Charles",Victim,England,31.0,Crew,Male,Engineering Crew,,
"PALLES, Mr Thomas Henry Michael",Victim,England,42.0,Crew,Male,Engineering Crew,,
"PHILLIPS, Mr A. George",Victim,England,27.0,Crew,Male,Engineering Crew,,
"PITFIELD, Mr William James",Victim,England,25.0,Crew,Male,Engineering Crew,,
"SELF, Mr Alfred Henry",Victim,England,39.0,Crew,Male,Engineering Crew,,
"TOZER, Mr James",Victim,England,30.0,Crew,Male,Engineering Crew,,
"VEAL, Mr Arthur",Victim,England,36.0,Crew,Male,Engineering Crew,,
"WOODFORD, Mr Frederick Ernest",Victim,England,40.0,Crew,Male,Engineering Crew,,
"MATTMANN, Sig. Adolf",Victim,England,20.0,Crew,Male,Restaurant Staff,,
"HARDWICK, Mr Reginald",Survivor,England,21.0,Crew,Male,Victualling Crew,,
"BEERE, Mr William",Victim,England,19.0,Crew,Male,Victualling Crew,,
"SHAW, Mr Henry",Victim,England,39.0,Crew,Male,Victualling Crew,,
"SMITH, Mr Charles",Victim,England,38.0,Crew,Male,Victualling Crew,,
"TIETZ, Sig. Carlo/Karl",Victim,England,27.0,Crew,Male,Restaurant Staff,,
"HEMMING, Mr Samuel Ernest",Survivor,England,43.0,Crew,Male,Deck Crew,,
"JENNER, Mr F.",,,31.0,Crew,Male,Deck Crew,,
"EVANS, Mr Alfred Frank",Survivor,England,25.0,Crew,Male,Deck Crew,,
"FLEET, Mr Frederick",Survivor,England,24.0,Crew,Male,Deck Crew,,
"HOGG, Mr George Alfred",Survivor,England,29.0,Crew,Male,Deck Crew,,
"JEWELL, Mr Archie",Survivor,England,23.0,Crew,Male,Deck Crew,,
"LEE, Mr Reginald Robinson",Survivor,England,41.0,Crew,Male,Deck Crew,,
"SYMONS, Mr George Thomas Macdonald",Survivor,England,24.0,Crew,Male,Deck Crew,,
"HADDOCK, Mr Herbert James",,,51.0,Crew,Male,Deck Crew,,
"SMITH, Captain Edward John",Victim,England,62.0,Crew,Male,Deck Crew,,
"BAILEY, Mr Henry Joseph",Survivor,England,43.0,Crew,Male,Deck Crew,,
"KING, Mr Thomas Walter",Victim,England,42.0,Crew,Male,Deck Crew,,
"WALLIS, Mrs Catherine Jane",Victim,England,35.0,Crew,Female,Victualling Crew,,
"BRAILEY, Mr William Theodore Ronald",Victim,England,24.0,Passenger,Male,2nd Class,250654,
"BRICOUX, Mr Roger Marie",Victim,France,20.0,Passenger,Male,2nd Class,250654,
"CLARKE, Mr John Frederick Preston",Victim,England,28.0,Passenger,Male,2nd Class,250654,
"HARTLEY, Mr Wallace Henry",Victim,England,33.0,Passenger,Male,2nd Class,250654,
"HUME, Mr John Law",Victim,,21.0,Passenger,Male,2nd Class,250654,
"KRINS, Mr Georges Alexandre",Victim,England,23.0,Passenger,Male,2nd Class,250654,
"TAYLOR, Mr Percy Cornelius",Victim,England,32.0,Passenger,Male,2nd Class,250654,
"WOODWARD, Mr John Wesley",Victim,England,32.0,Passenger,Male,2nd Class,250654,
"WILDING, Mr Edward",,Northern Ireland,,Passenger,Male,1st Class,,
"BLAIR, Mr David",,,37.0,Crew,Male,Deck Crew,,
"BOXHALL, Mr Joseph Groves",Survivor,England,28.0,Crew,Male,Deck Crew,,
"LIGHTOLLER, Mr Charles Herbert",Survivor,England,38.0,Crew,Male,Deck Crew,,
"LOWE, Mr Harold Godfrey",Survivor,Wales,29.0,Crew,Male,Deck Crew,,
"PITMAN, Mr Herbert John",Survivor,England,34.0,Crew,Male,Deck Crew,,
"MOODY, Mr James Paul",Victim,England,24.0,Crew,Male,Deck Crew,,
"MURDOCH, Mr William McMaster",Victim,England,39.0,Crew,Male,Deck Crew,,
"WILDE, Mr Henry Tingle",Victim,England,39.0,Crew,Male,Deck Crew,,
"TURVEY, Mr Charles Thomas",Victim,England,17.0,Crew,Male,Restaurant Staff,,
"THOMPSON, Mr Joey",,Northern Ireland,,Passenger,Male,1st Class,,
"BLUMET, Mr Jean Baptiste",Victim,England,26.0,Crew,Male,Restaurant Staff,,
"ASPESLAGH, Mr Georges",Victim,England,26.0,Crew,Male,Restaurant Staff,,
"PARKES, Mr Francis",Victim,Northern Ireland,21.0,Passenger,Male,2nd Class,239853,
"ROUS, Mr Arthur John",Victim,England,26.0,Crew,Male,Engineering Crew,,
"BARKER, Mr Reginald Lomond",Victim,England,40.0,Crew,Male,Victualling Crew,,
"MCELROY, Mr Hugh Walter",Victim,England,37.0,Crew,Male,Victualling Crew,,
"BRIGHT, Mr Arthur John",Survivor,England,42.0,Crew,Male,Deck Crew,,
"HICHENS, Mr Robert",Survivor,England,29.0,Crew,Male,Deck Crew,,
"HUMPHREYS, Mr Sidney James",Survivor,England,48.0,Crew,Male,Deck Crew,,
"OLLIVER, Mr Alfred John",Survivor,England,27.0,Crew,Male,Deck Crew,,
"PERKIS, Mr Walter John",Survivor,England,37.0,Crew,Male,Deck Crew,,
"ROWE, Mr George Thomas",Survivor,England,32.0,Crew,Male,Deck Crew,,
"WYNN, Mr Walter",Survivor,England,41.0,Crew,Male,Deck Crew,,
"JEFFERY, Mr William Alfred",Victim,England,28.0,Crew,Male,Restaurant Staff,,
"GATTI, Sig. Gaspare Antonio Pietro",Victim,England,37.0,Crew,Male,Restaurant Staff,,
"BARTLEY, Mr Joseph",,,32.0,Crew,Male,Victualling Crew,,
"HEDLEY, Mr Robert",,,45.0,Crew,Male,Victualling Crew,,
"COLLINS, Mr John",Survivor,Northern Ireland,17.0,Crew,Male,Victualling Crew,,
"COLGAN, Mr E. Joseph",Survivor,England,33.0,Crew,Male,Victualling Crew,,
"LEE, Mr Henry Reginald",Survivor,England,29.0,Crew,Male,Victualling Crew,,
"ROSS, Mr Horace Leopold",Survivor,England,38.0,Crew,Male,Victualling Crew,,
"SIMMONS, Mr Andrew George James",Survivor,England,31.0,Crew,Male,Victualling Crew,,
"ALLEN, Mr George",Victim,England,26.0,Crew,Male,Victualling Crew,,
"BULL, Mr W.",Victim,England,30.0,Crew,Male,Victualling Crew,,
"FEY, Sig. Carlo",Victim,England,30.0,Crew,Male,Restaurant Staff,,
"FIORAVANTE, Sig. Giuseppe Bertoldo",Victim,England,23.0,Crew,Male,Restaurant Staff,,
"HALL, Mr F. A. J.",Victim,England,38.0,Crew,Male,Victualling Crew,,
"HATCH, Mr Hugh",Victim,England,23.0,Crew,Male,Victualling Crew,,
"INGS, Mr William Ernest",Victim,England,20.0,Crew,Male,Victualling Crew,,
"KING, Mr G.",Victim,England,20.0,Crew,Male,Victualling Crew,,
"LOCKE, Mr A.",Victim,England,33.0,Crew,Male,Victualling Crew,,
"PLATT, Mr Wilfred George",Victim,England,18.0,Crew,Male,Victualling Crew,,
"BENSON, Mr James",,,50.0,Crew,Male,Deck Crew,,
"BENSON, Mr John",,,26.0,Crew,Male,Deck Crew,,
"BLOOMER, Mr James",,,40.0,Crew,Male,Deck Crew,,
"BURNS, Mr John",,,32.0,Crew,Male,Deck Crew,,
"DENMIGAN, Mr Charles",,,42.0,Crew,Male,Deck Crew,,
"DONAUGHE, Mr Hugh",,,34.0,Crew,Male,Deck Crew,,
"DOUGLASS, Mr William",,,31.0,Crew,Male,Deck Crew,,
"GRACEY, Mr John",,,41.0,Crew,Male,Deck Crew,,
"HARMES, Mr Robert",,,31.0,Crew,Male,Deck Crew,,
"HARRIS, Mr Joseph",,,32.0,Crew,Male,Deck Crew,,
"HEDDLES, Mr William",,,39.0,Crew,Male,Deck Crew,,
"HINDS, Mr Charles",,,42.0,Crew,Male,Deck Crew,,
"HOPKINS, Mr Robert",,,38.0,Crew,Male,Deck Crew,,
"KAVANAGH, Mr William",,,27.0,Crew,Male,Deck Crew,,
"MANN, Mr Joseph",,,26.0,Crew,Male,Deck Crew,,
"MAWHINNEY, Mr John",,,45.0,Crew,Male,Deck Crew,,
"MCCARTNEY, Mr John",,,49.0,Crew,Male,Deck Crew,,
"MCENSPIE, Mr James",,,48.0,Crew,Male,Deck Crew,,
"MCGONAGAL, Mr W.",,,49.0,Crew,Male,Deck Crew,,
"MCINTOSH, Mr Joseph",,,48.0,Crew,Male,Deck Crew,,
"MCKENNA, Mr Patrick",,,40.0,Crew,Male,Deck Crew,,
"MILLFORD, Mr Daniel",,,26.0,Crew,Male,Deck Crew,,
"MORRELL, Mr James",,,24.0,Crew,Male,Deck Crew,,
"ROBINSON, Mr Samuel",,,43.0,Crew,Male,Deck Crew,,
"SMITH, Mr Walter",,,44.0,Crew,Male,Deck Crew,,
"STARKEY, Mr Henry",,,46.0,Crew,Male,Deck Crew,,
"THOMAS, Mr John",,,25.0,Crew,Male,Deck Crew,,
"THOMAS, Mr William",,,49.0,Crew,Male,Deck Crew,,
"ANDERSON, Mr James",Survivor,England,40.0,Crew,Male,Deck Crew,,
"ARCHER, Mr Ernest Edward",Survivor,England,36.0,Crew,Male,Deck Crew,,
"BRICE, Mr Walter Thomas",Survivor,England,42.0,Crew,Male,Deck Crew,,
"BULEY, Mr Edward John",Survivor,England,26.0,Crew,Male,Deck Crew,,
"CLENCH, Mr Frederick Charles",Survivor,England,33.0,Crew,Male,Deck Crew,,
"EVANS, Mr Frank Oliver",Survivor,England,27.0,Crew,Male,Deck Crew,,
"FORWARD, Mr James",Survivor,England,27.0,Crew,Male,Deck Crew,,
"HOPKINS, Mr Robert John",Survivor,England,40.0,Crew,Male,Deck Crew,,
"HORSWILL, Mr Albert Edward James",Survivor,England,33.0,Crew,Male,Deck Crew,,
"JONES, Mr Thomas William",Survivor,England,32.0,Crew,Male,Deck Crew,,
"LUCAS, Mr William Arthur",Survivor,England,25.0,Crew,Male,Deck Crew,,
"MCCARTHY, Mr William",Survivor,Ireland,47.0,Crew,Male,Deck Crew,,
"MCGOUGH, Mr George Francis 'Paddy'",Survivor,England,36.0,Crew,Male,Deck Crew,,
"MOORE, Mr George Alfred",Survivor,England,32.0,Crew,Male,Deck Crew,,
"OSMAN, Mr Frank",Survivor,England,27.0,Crew,Male,Deck Crew,,
"PASCOE, Mr Charles H.",Survivor,England,43.0,Crew,Male,Deck Crew,,
"PETERS, Mr William Chapman",Survivor,England,26.0,Crew,Male,Deck Crew,,
"POINGDESTRE, Mr John Thomas",Survivor,England,33.0,Crew,Male,Deck Crew,,
"SCARROTT, Mr Joseph George",Survivor,England,33.0,Crew,Male,Deck Crew,,
"TöRNQUIST, Mr William Henry",Survivor,Sweden,25.0,Passenger,Male,3rd Class,370160,
"VIGOTT, Mr Philip Francis",Survivor,England,32.0,Crew,Male,Deck Crew,,
"WELLER, Mr William Clifford",Survivor,England,30.0,Crew,Male,Deck Crew,,
"BRADLEY, Mr T.",Victim,England,29.0,Crew,Male,Deck Crew,,
"CLENCH, Mr George James",Victim,England,31.0,Crew,Male,Deck Crew,,
"COUCH, Mr Frank",Victim,England,28.0,Crew,Male,Deck Crew,,
"DAVIS, Mr Stephen James",Victim,England,39.0,Crew,Male,Deck Crew,,
"HOLMAN, Mr Harry",Victim,England,28.0,Crew,Male,Deck Crew,,
"JOHNSON, Mr August",Victim,England,49.0,Passenger,Male,3rd Class,370160,
"JOHNSON, Mr William Cahoone Jr.",Victim,United States,19.0,Passenger,Male,3rd Class,370160,
"LEONARD, Mr Lionel",Victim,,36.0,Passenger,Male,3rd Class,370160,
"LYONS, Mr William Henry",Victim,England,25.0,Crew,Male,Deck Crew,,
"MATHERSON, Mr David",Victim,England,30.0,Crew,Male,Deck Crew,,
"SMITH, Mr William",Victim,England,26.0,Crew,Male,Deck Crew,,
"STOREY, Mr Thomas",Victim,England,51.0,Passenger,Male,3rd Class,370160,
"TAYLOR, Mr C.",Victim,England,35.0,Crew,Male,Deck Crew,,
"TERRELL, Mr Bertram",Victim,England,18.0,Crew,Male,Deck Crew,,
"HARRISON, Mr William Henry",Victim,England,45.0,Passenger,Male,1st Class,112059,
"FRY, Mr John Richard",Victim,England,39.0,Passenger,Male,1st Class,112058,
"ANDREWS, Mr Thomas",Victim,Northern Ireland,39.0,Passenger,Male,1st Class,112050,
"SANDERSON, Mr Harold Arthur",,England,52.0,Passenger,Male,1st Class,,
"ISMAY, Mr Joseph Bruce",Survivor,England,49.0,Passenger,Male,1st Class,112058,
"JANIN, Mr Claude Marie",Victim,England,29.0,Crew,Male,Restaurant Staff,,
"WRIGHT, Mr Frederick",Victim,England,24.0,Crew,Male,Victualling Crew,,
"TURNER, Mr George Frederick",Victim,England,32.0,Crew,Male,Victualling Crew,,
"STEWART, Mr John [1]",Survivor,England,27.0,Crew,Male,Victualling Crew,,
"WARD, Mr William [1]",Survivor,England,36.0,Crew,Male,Victualling Crew,,
"ANDREWS, Mr Charles Edward",Survivor,England,19.0,Crew,Male,Victualling Crew,,
"BAGGOTT, Mr Allen Marden",Survivor,England,28.0,Crew,Male,Victualling Crew,,
"BALL, Mr Percy",Survivor,England,19.0,Crew,Male,Victualling Crew,,
"BENNETT, Mrs Mabel",Survivor,England,33.0,Crew,Female,Victualling Crew,,
"BLISS, Mrs Emma",Survivor,,45.0,Crew,Female,Victualling Crew,,
"BROWN, Mr Edward",Survivor,England,34.0,Crew,Male,Victualling Crew,,
"BURKE, Mr William",Survivor,England,31.0,Crew,Male,Victualling Crew,,
"BURRAGE, Mr Arthur Victor Edwards",Survivor,England,20.0,Crew,Male,Victualling Crew,,
"CATON, Miss Annie",Survivor,England,33.0,Crew,Female,Victualling Crew,,
"CHAPMAN, Mr Joseph Charles",Survivor,England,32.0,Crew,Male,Victualling Crew,,
"CRAFTER, Mr Frederick Horace",Survivor,England,20.0,Crew,Male,Victualling Crew,,
"CRAWFORD, Mr Alfred George",Survivor,England,43.0,Crew,Male,Victualling Crew,,
"CROWE, Mr George Frederick",Survivor,England,30.0,Crew,Male,Victualling Crew,,
"CULLEN, Mr Charles James",Survivor,England,49.0,Crew,Male,Victualling Crew,,
"CUNNINGHAM, Mr Andrew Orr",Survivor,England,38.0,Crew,Male,Victualling Crew,,
"DANIELS, Mr Sidney Edward",Survivor,England,18.0,Crew,Male,Victualling Crew,,
"ETCHES, Mr Henry Samuel",Survivor,England,43.0,Crew,Male,Victualling Crew,,
"FAULKNER, Mr William Stephen",Survivor,England,37.0,Crew,Male,Victualling Crew,,
"FITZPATRICK, Mr Cecil William",Survivor,England,21.0,Crew,Male,Engineering Crew,,
"FOLEY, Mr Wilfred Cyril",Survivor,England,22.0,Crew,Male,Victualling Crew,,
"GIBBONS, Mr Jacob William",Survivor,,36.0,Crew,Male,Victualling Crew,,
"GOLD, Mrs Jane Kate Coulson",Survivor,England,45.0,Crew,Female,Victualling Crew,,
"GREGSON, Miss Mary",Survivor,England,45.0,Crew,Female,Victualling Crew,,
"HALFORD, Mr Richard",Survivor,England,22.0,Crew,Male,Victualling Crew,,
"HARDY, Mr John",Survivor,England,40.0,Crew,Male,Victualling Crew,,
"HARRISON, Mr Aragõa Drummond",Survivor,England,40.0,Crew,Male,Victualling Crew,,
"HART, Mr John Edward",Survivor,England,31.0,Crew,Male,Victualling Crew,,
"HARTNELL, Mr Fred",Survivor,England,21.0,Crew,Male,Victualling Crew,,
"HYLAND, Mr James Leo",Survivor,England,19.0,Crew,Male,Victualling Crew,,
"JESSOP, Miss Violet Constance",Survivor,England,24.0,Crew,Female,Victualling Crew,,
"JOHNSTON, Mr James",Survivor,England,41.0,Crew,Male,Victualling Crew,,
"KEEN, Mr Percy Edward",Survivor,England,30.0,Crew,Male,Victualling Crew,,
"KNIGHT, Mr George",Survivor,England,44.0,Crew,Male,Victualling Crew,,
"KNOWLES, Mr Thomas",Survivor,England,42.0,Crew,Male,Engineering Crew,,
"LAVINGTON, Miss Elizabeth",Survivor,England,40.0,Crew,Female,Victualling Crew,,
"LEATHER, Mrs Elizabeth Mary",Survivor,England,41.0,Crew,Female,Victualling Crew,,
"LEWIS, Mr Arthur Ernest Read",Survivor,England,27.0,Crew,Male,Victualling Crew,,
"LITTLEJOHN, Mr Alexander James",Survivor,England,40.0,Crew,Male,Victualling Crew,,
"LUCAS, Mr William Watson",Survivor,England,31.0,Crew,Male,Victualling Crew,,
"MACKAY, Mr Charles Donald",Survivor,England,34.0,Crew,Male,Victualling Crew,,
"MARSDEN, Miss Evelyn",Survivor,England,28.0,Crew,Female,Victualling Crew,,
"MARTIN, Mrs Annie Martha",Survivor,England,39.0,Crew,Female,Victualling Crew,,
"MCLAREN, Mrs Hypatia",Survivor,England,40.0,Crew,Female,Victualling Crew,,
"MCMICKEN, Mr Arthur",Survivor,England,23.0,Crew,Male,Victualling Crew,,
"MORRIS, Mr Frank Herbert",Survivor,England,28.0,Crew,Male,Victualling Crew,,
"NICHOLS, Mr Walter Henry",Survivor,England,35.0,Crew,Male,Victualling Crew,,
"PEARCEY, Mr Albert Victor",Survivor,England,25.0,Crew,Male,Victualling Crew,,
"PFROPPER, Mr Richard Paul Jozef",Survivor,England,30.0,Crew,Male,Victualling Crew,,
"PHILLIMORE, Mr Harold Charles William",Survivor,England,23.0,Crew,Male,Victualling Crew,,
"PORT, Mr Frank",Survivor,England,22.0,Crew,Male,Victualling Crew,,
"PRICHARD, Mrs Alice Maud",Survivor,England,34.0,Crew,Female,Victualling Crew,,
"PRIOR, Mr Harold John Arnold",Survivor,England,21.0,Crew,Male,Victualling Crew,,
"PUGH, Mr Alfred",Survivor,England,20.0,Crew,Male,Victualling Crew,,
"RAY, Mr Frederick Dent",Survivor,England,32.0,Crew,Male,Victualling Crew,,
"ROBERTS, Mrs Mary Kezia",Survivor,England,41.0,Crew,Female,Victualling Crew,,
"ROBINSON, Mrs Annie",Survivor,England,40.0,Crew,Female,Victualling Crew,,
"RULE, Mr Samuel James",Survivor,England,58.0,Crew,Male,Victualling Crew,,
"RYERSON, Mr William Edwy",Survivor,England,33.0,Crew,Male,Victualling Crew,,
"SAVAGE, Mr Charles Joseph",Survivor,England,23.0,Crew,Male,Victualling Crew,,
"SEWARD, Mr Wilfred Deable",Survivor,England,25.0,Crew,Male,Victualling Crew,,
"SLOAN, Miss Mary",Survivor,Northern Ireland,28.0,Crew,Female,Victualling Crew,,
"SLOCOMBE, Mrs Maude Louise",Survivor,England,30.0,Crew,Female,Victualling Crew,,
"SMITH, Miss Katherine Elizabeth",Survivor,England,44.0,Crew,Female,Victualling Crew,,
"STAP, Miss Sarah Agnes",Survivor,England,47.0,Crew,Female,Victualling Crew,,
"TERRELL, Mr Frank",Survivor,England,27.0,Crew,Male,Victualling Crew,,
"THEISSINGER, Mr Alfred",Survivor,England,46.0,Crew,Male,Victualling Crew,,
"THOMAS, Mr Albert Charles",Survivor,England,23.0,Crew,Male,Victualling Crew,,
"THOMAS, Mr Benjamin James",Survivor,England,30.0,Crew,Male,Victualling Crew,,
"TOMS, Mr Fred",Survivor,England,29.0,Crew,Male,Victualling Crew,,
"WHEAT, Mr Joseph Thomas",Survivor,England,30.0,Crew,Male,Victualling Crew,,
"WHEELTON, Mr Edneser Edward",Survivor,England,29.0,Crew,Male,Victualling Crew,,
"WHITELEY, Mr Thomas Arthur",Survivor,England,18.0,Crew,Male,Victualling Crew,,
"WIDGERY, Mr James George",Survivor,England,37.0,Crew,Male,Victualling Crew,,
"WILLIAMS, Mr Walter John",Survivor,England,28.0,Crew,Male,Victualling Crew,,
"WITTER, Mr James William Cheetham",Survivor,England,31.0,Crew,Male,Victualling Crew,,
"WRIGHT, Mr William",Survivor,England,40.0,Crew,Male,Victualling Crew,,
"YEARSLEY, Mr Harry",Survivor,England,40.0,Crew,Male,Victualling Crew,,
"MAY, Mr Arthur William [2]",Victim,England,59.0,Crew,Male,Engineering Crew,,
"ABBOTT, Mr Ernest Owen",Victim,England,21.0,Crew,Male,Victualling Crew,,
"AHIER, Mr Percy Snowden",Victim,England,20.0,Crew,Male,Victualling Crew,,
"AKERMAN, Mr Albert Edward",Victim,England,31.0,Crew,Male,Victualling Crew,,
"AKERMAN, Mr Joseph Francis",Victim,England,35.0,Crew,Male,Victualling Crew,,
"ALLEN, Mr Frederick",Victim,England,17.0,Crew,Male,Victualling Crew,,
"ALLEN, Mr Robert Spencer",Victim,England,36.0,Crew,Male,Victualling Crew,,
"ALLSOP, Mr Frank Richard",Victim,England,41.0,Crew,Male,Victualling Crew,,
"ANDERSON, Mr Walter Yuill",Victim,England,48.0,Crew,Male,Victualling Crew,,
"ASHE, Mr Henry Wellesley",Victim,England,41.0,Crew,Male,Victualling Crew,,
"BACK, Mr Charles Frederick",Victim,England,32.0,Crew,Male,Victualling Crew,,
"BAGLEY, Mr Edward Henry",Victim,England,33.0,Crew,Male,Victualling Crew,,
"BAILEY, Mr George Francis",Victim,England,36.0,Crew,Male,Victualling Crew,,
"BARKER, Mr Ernest Thomas",Victim,England,40.0,Crew,Male,Victualling Crew,,
"BARLOW, Mr George",Victim,England,36.0,Crew,Male,Victualling Crew,,
"BARRINGER, Mr Arthur William",Victim,England,33.0,Crew,Male,Victualling Crew,,
"BARROWS, Mr William",Victim,England,32.0,Crew,Male,Victualling Crew,,
"BARTON, Mr Sidney John",Victim,England,26.0,Crew,Male,Victualling Crew,,
"BAXTER, Mr Harry Ross",Victim,England,53.0,Crew,Male,Victualling Crew,,
"BAXTER, Mr Thomas Ferguson",Victim,England,55.0,Crew,Male,Victualling Crew,,
"BEEDEM, Mr George Arthur",Victim,England,34.0,Crew,Male,Victualling Crew,,
"BENHAM, Mr Fred John",Victim,England,29.0,Crew,Male,Victualling Crew,,
"BESSANT, Mr Edward",Victim,England,31.0,Crew,Male,Victualling Crew,,
"BEST, Mr Edwin Alfred",Victim,England,38.0,Crew,Male,Victualling Crew,,
"BISHOP, Mr Walter Alexander",Victim,England,33.0,Crew,Male,Victualling Crew,,
"BLAKE, Mr Seaton",Victim,England,26.0,Crew,Male,Engineering Crew,,
"BOGIE, Mr Norman Leslie",Victim,England,59.0,Crew,Male,Victualling Crew,,
"BOND, Mr William John",Victim,England,40.0,Crew,Male,Victualling Crew,,
"BOOTHBY, Mr Walter Thomas",Victim,England,37.0,Crew,Male,Victualling Crew,,
"BOSTON, Mr William John",Victim,England,31.0,Crew,Male,Victualling Crew,,
"BOUGHTON, Mr Bernard John",Victim,England,24.0,Crew,Male,Victualling Crew,,
"BOYD, Mr John",Victim,England,36.0,Crew,Male,Victualling Crew,,
"BOYES, Mr John Henry",Victim,England,36.0,Crew,Male,Victualling Crew,,
"BRADSHAW, Mr John Albert Perkin",Victim,England,43.0,Crew,Male,Victualling Crew,,
"BREWSTER, Mr George Henry",Victim,England,48.0,Crew,Male,Victualling Crew,,
"BRISTOW, Mr Harry",Victim,,33.0,Crew,Male,Victualling Crew,,
"BRISTOW, Mr Robert Charles",Victim,England,31.0,Crew,Male,Victualling Crew,,
"BROOKMAN, Mr John Cress",Victim,England,27.0,Crew,Male,Victualling Crew,,
"BROOM, Mr Herbert George",Victim,England,33.0,Crew,Male,Victualling Crew,,
"BROOME, Mr Athol Frederick",Victim,England,30.0,Crew,Male,Victualling Crew,,
"BROWN, Mr Walter James",Victim,England,40.0,Crew,Male,Victualling Crew,,
"BULLEY, Mr Henry Ashburnham",Victim,England,21.0,Crew,Male,Victualling Crew,,
"BUNNELL, Mr Wilfred James",Victim,England,20.0,Crew,Male,Victualling Crew,,
"BURKE, Mr Richard Edward",Victim,England,30.0,Crew,Male,Victualling Crew,,
"BURR, Mr Ewart Sydenham",Victim,England,29.0,Crew,Male,Victualling Crew,,
"BUTT, Mr Robert Henry",Victim,England,21.0,Crew,Male,Victualling Crew,,
"BUTTERWORTH, Mr John",Victim,England,23.0,Crew,Male,Victualling Crew,,
"BYRNE, Mr James Edward",Victim,England,38.0,Crew,Male,Victualling Crew,,
"CARNEY, Mr William",Victim,England,31.0,Crew,Male,Victualling Crew,,
"CARTWRIGHT, Mr James Edward",Victim,England,32.0,Crew,Male,Victualling Crew,,
"CASSWILL, Mr Charles",Victim,England,34.0,Crew,Male,Victualling Crew,,
"CAVE, Mr Herbert",Victim,England,39.0,Crew,Male,Victualling Crew,,
"CECIL, Mr Charles Thomas",Victim,England,21.0,Crew,Male,Victualling Crew,,
"CHARMAN, Mr John James",Victim,England,25.0,Crew,Male,Victualling Crew,,
"CHEVERTON, Mr William Frederick",Victim,England,27.0,Crew,Male,Victualling Crew,,
"CHITTY, Mr Archibald George",Victim,England,28.0,Crew,Male,Victualling Crew,,
"CHRISTMAS, Mr Herbert Harry",Victim,England,33.0,Crew,Male,Victualling Crew,,
"COLEMAN, Mr Albert Edward",Victim,England,28.0,Crew,Male,Victualling Crew,,
"COLEMAN, Mr John",Victim,England,57.0,Crew,Male,Engineering Crew,,
"CONWAY, Mr Percy Walter",Victim,England,24.0,Crew,Male,Victualling Crew,,
"COOK, Mr George",Victim,,32.0,Crew,Male,Victualling Crew,,
"CORBEN, Mr Ernest Theodore",Victim,England,27.0,Crew,Male,Victualling Crew,,
"COX, Mr William Denton",Victim,England,29.0,Crew,Male,Victualling Crew,,
"CRISP, Mr Albert Hector",Victim,England,39.0,Crew,Male,Victualling Crew,,
"CRISPIN, Mr William",Victim,England,32.0,Crew,Male,Victualling Crew,,
"CRUMPLIN, Mr Charles George Chandler",Victim,England,35.0,Crew,Male,Victualling Crew,,
"DASHWOOD, Mr William George",Victim,England,18.0,Crew,Male,Victualling Crew,,
"DAVIES, Mr Gordon Raleigh",Victim,England,32.0,Crew,Male,Victualling Crew,,
"DAVIES, Mr Robert J.",Victim,England,26.0,Crew,Male,Victualling Crew,,
"DEAN, Mr George H.",Victim,England,19.0,Crew,Male,Victualling Crew,,
"DEEBLE, Mr Alfred Arnold",Victim,England,34.0,Crew,Male,Victualling Crew,,
"DERRETT, Mr Arthur Henry",Victim,England,28.0,Crew,Male,Victualling Crew,,
"DESLANDES, Mr Percival Stainer",Victim,England,36.0,Crew,Male,Victualling Crew,,
"DINENAGE, Mr James Richard",Victim,England,49.0,Crew,Male,Victualling Crew,,
"DODD, Mr George Charles",Victim,England,44.0,Crew,Male,Victualling Crew,,
"DOLBY, Mr Joseph",Victim,England,38.0,Crew,Male,Victualling Crew,,
"DONOGHUE, Mr Frank (?Thomas)",Victim,England,35.0,Crew,Male,Victualling Crew,,
"DOUGHTY, Mr Walter Thomas",Victim,England,22.0,Crew,Male,Victualling Crew,,
"DUNFORD, Mr William",Victim,England,47.0,Crew,Male,Victualling Crew,,
"DYER, Mr William Henry",Victim,England,31.0,Crew,Male,Victualling Crew,,
"EDBROOKE, Mr Francis Samuel Jacob",Victim,England,23.0,Crew,Male,Victualling Crew,,
"EDE, Mr George Bulkeley",Victim,England,22.0,Crew,Male,Victualling Crew,,
"EDGE, Mr Frederick William",Victim,England,39.0,Crew,Male,Victualling Crew,,
"EDWARDS, Mr Charles Essex",Victim,England,39.0,Crew,Male,Victualling Crew,,
"EGG, Mr William Henry",Victim,England,47.0,Crew,Male,Victualling Crew,,
"EVANS, Mr George Richard",Victim,England,27.0,Crew,Male,Victualling Crew,,
"FAIRALL, Mr Henry Charles",Victim,England,38.0,Crew,Male,Victualling Crew,,
