id,turns,victory_status,winner,white_rating,black_rating,opening_name
p00akS3J,94,mate,black,1444,1696,English Opening: King's English Variation |  Reversed Sicilian
j0tRiaLx,78,mate,black,1246,1694,Italian Game: Two Knights Defense
VXSrXZ6s,57,resign,white,1684,1658,Caro-Kann Defense: Maroczy Variation
wOmUHJXA,60,mate,black,1689,1893,Italian Game: Classical Variation |  Giuoco Pianissimo
KMcbvYxa,41,mate,white,1678,1698,Zukertort Opening: Tennison Gambit
udI2AigU,81,resign,white,1671,1553,Sicilian Defense: Drazic Variation
hrsjdYQG,45,outoftime,white,1659,1684,French Defense: Advance Variation |  Wade Variation
Iid9f5T6,27,resign,white,1695,1669,Sicilian Defense: Bowdler Attack
K8bjT4Am,47,resign,black,1680,1684,Italian Game
SXb2k0WH,16,resign,black,1696,1668,Sicilian Defense: Bowdler Attack
8pWq9xdR,48,resign,white,1692,1679,Sicilian Defense: Bowdler Attack
YaFbZQIP,52,resign,black,1702,1667,Nimzo-Larsen Attack: Modern Variation #4
0Z2wKkt2,63,mate,white,1683,1677,Sicilian Defense: Dragon |  6.Be3
LeA5Ba5Z,132,mate,black,1688,1703,Italian Game: Two Knights Defense |  Fried Liver Attack
l07f3ybC,53,resign,white,1689,1699,Sicilian Defense: Prins Variation
3mKO67Mf,77,mate,white,1689,1655,Philidor Defense #4
zjKZcsIc,54,resign,white,1798,1697,Van't Kruijs Opening
IrnogJWH,56,mate,black,1707,1756,Sicilian Defense: Venice Attack
xnV49Gkz,60,resign,black,1715,1804,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2
Q6dSp9pm,53,resign,black,1727,1702,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
jMAbXZhx,76,resign,black,1748,1715,Center Game #2
W8UysTOs,51,mate,white,2040,1718,Queen's Pawn Game #2
OPRUAUSw,86,resign,white,1713,1493,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
6C8AyJog,109,mate,white,1697,1725,Queen's Pawn Game: Torre Attack
hQIR145L,84,resign,black,1777,1712,Sicilian Defense: Modern Variations |  Main Line
soD6Kjy3,43,resign,black,1724,1697,Philidor Defense #3
tvpBppjq,72,mate,black,1735,1747,Giuoco Piano
ASfwSqxx,53,resign,white,1757,1746,Ponziani Opening: Jaenisch Counterattack
dHMiO0Y4,93,mate,white,1751,1753,Italian Game: Classical Variation |  Albin Gambit
DavAGlgK,34,resign,black,1762,1847,Four Knights Game: Spanish Variation
exQjDY1E,54,mate,black,1901,1746,Slav Defense: Three Knights Variation
uCK6d50U,90,outoftime,black,1385,1756,English Opening: King's English Variation |  Nimzowitsch Variation
tKFrkbtc,53,mate,white,1754,1387,Sicilian Defense
CHHmWHSw,72,resign,black,1765,1774,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line
5OnTQt6u,37,mate,white,1308,1765,Sicilian Defense: Bowdler Attack
sXunv1V3,57,resign,white,1788,1891,French Defense: Exchange Variation |  Monte Carlo Variation
YKilJzaa,36,resign,black,1788,1563,Modern Defense: Standard Line
31NqMxQU,65,resign,white,1878,1788,Caro-Kann Defense: Advance Variation
yUuGxgsm,58,draw,draw,1352,1788,Philidor Defense #3
IXx8JBLG,49,mate,white,1788,1698,Danish Gambit Accepted |  Classical Defense
qWWbgLcO,50,resign,white,2203,1788,Caro-Kann Defense: Exchange Variation
mGSxjWDp,49,resign,white,1558,1289,Scandinavian Defense: Mieses-Kotroc Variation
AZgi3kef,55,resign,white,1443,1296,Bishop's Opening: Berlin Defense
wk2dylRC,18,resign,black,1275,1281,Queen's Gambit Accepted: Old Variation
njV3QQFV,92,mate,black,1291,1333,Ponziani Opening: Jaenisch Counterattack
OlvbbxXn,109,outoftime,white,1268,1303,Scandinavian Defense: Mieses-Kotroc Variation
QmCyfnNZ,55,resign,white,1291,1326,Zukertort Opening: Sicilian Invitation
We7UXitd,57,resign,white,1698,1293,Ruy Lopez: Nuernberg Variation
PcpDbV7r,18,resign,black,1297,1591,Center Game
lrmG0vHu,29,draw,draw,1300,1279,Queen's Pawn Game: Chigorin Variation
vEb3QuVc,41,mate,white,1265,1373,English Opening: King's English Variation
WTd9a4Fy,19,mate,white,1348,1274,Mieses Opening
hgiq9qGb,75,mate,white,1264,1216,Mieses Opening: Reversed Rat
MARwKaBa,55,outoftime,white,1465,1270,Danish Gambit
CqZ0wjbg,36,mate,black,1343,1256,King's Pawn Game: Wayward Queen Attack
iJh0yeE8,73,outoftime,white,1286,1276,Three Knights Opening: Steinitz Defense
IQRYet1g,19,resign,white,1564,1621,Dutch Defense: Queen's Knight Variation
a8ef7gF7,26,resign,black,1580,1390,Horwitz Defense
iFSYMuKX,42,outoftime,black,1569,1570,Sicilian Defense
IFbU2dcV,55,mate,white,1560,1518,King's Indian Defense: Orthodox Variation |  Positional Defense |  Closed Line
WD2Hox1k,78,resign,black,1567,1702,Caro-Kann Defense: Advance Variation
Xv3Vkr7W,104,mate,black,1500,1560,Sicilian Defense: Closed Variation |  Traditional
66kCk4xi,135,resign,white,2029,2103,Sicilian Defense: Magnus Smith Trap
bhrILqur,55,resign,white,2094,2039,Queen's Gambit Refused: Marshall Defense
0B0hS70K,44,resign,black,1462,1473,Sicilian Defense: Modern Variations |  Main Line
aZEeEdpV,62,mate,black,1533,1430,Queen's Gambit Accepted: Old Variation
KsVpxIxY,28,resign,white,1364,1463,Elephant Gambit
CwrXlu5A,41,resign,black,1491,1491,King's Pawn Game: Nimzowitsch Defense
MP20dYb3,18,resign,white,1648,1509,Center Game: Hall Variation
yWmXh0F3,80,resign,black,1291,1494,Ruy Lopez: Morphy Defense |  Caro Variation
HhMYxLAh,63,mate,white,1474,1337,Sicilian Defense: McDonnell Attack
EKqqb2Yk,51,resign,white,1453,1306,King's Gambit Accepted: Modern Defense #2
S7W6IUYQ,39,resign,black,1674,1557,Tarrasch Defense
7oJ4bpBm,36,resign,black,1701,1618,Queen's Gambit Declined: Queen's Knight Variation
v8Bnfx5J,37,resign,white,1795,1709,Anderssen Opening
X7wsul05,39,mate,white,1692,1889,Queen's Gambit Declined: Three Knights Variation
cy0dcIE2,105,mate,white,1663,1812,King's Indian Defense: Normal Variation |  Rare Defenses
92pBdDer,20,resign,white,1652,1635,Nimzo-Indian Defense: Ragozin Variation
SrGMaXC7,69,resign,white,1774,1660,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
oNDS70sU,41,resign,white,1591,1674,Queen's Pawn Game: Mason Attack
FysmOiY4,57,resign,white,1595,1689,Sicilian Defense: Old Sicilian
dOfz4RTe,91,mate,white,1677,1683,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5
zfOR4XRj,87,resign,white,1663,1711,Queen's Gambit Refused: Chigorin Defense #3
RiJP1uDN,68,resign,black,1674,1500,Queen's Gambit Accepted: Old Variation
tnmzMOHT,44,resign,black,1635,1663,Sicilian Defense
MhWuRsPW,81,outoftime,white,1666,1605,Queen's Gambit Accepted
8e0ItTZe,111,resign,white,1613,1680,Sicilian Defense: Dragon |  6.Be3
dYK1190t,90,outoftime,black,1535,1673,Sicilian Defense: Bowdler Attack
YvyIsGv5,59,resign,white,1673,1607,King's Indian Attack
qH410IZt,53,resign,white,1620,1687,Sicilian Defense: Smith-Morra Gambit #2
Ayxk6tuc,62,resign,black,1698,1739,Gruenfeld Defense: Three Knights Variation |  Burille Variation
VAL4DPZ7,111,outoftime,white,1615,1714,Sicilian Defense: Canal-Sokolsky Attack
B6sYar2S,72,outoftime,black,1725,1786,Slav Indian
rWOu6AiH,65,resign,black,1731,1711,Sicilian Defense: Dragon |  6.Be3
yiMtN1QL,35,resign,white,1699,1671,Nimzo-Indian Defense: Ragozin Variation
nnoBiWIg,53,resign,white,1679,1714,Sicilian Defense: Bowdler Attack
g57O0JyH,47,resign,white,1447,1736,Sicilian Defense: Chekhover Variation
iY9cJQCk,51,resign,black,1750,1739,Zukertort Opening: Sicilian Invitation
hnu6sm4u,19,resign,white,1748,1283,King's Indian Attack
IlVn1mRo,57,resign,black,1752,2079,King's Indian Attack: Symmetrical Defense
NJJv7muA,70,mate,black,1763,1738,Sicilian Defense
wKlmBYWN,101,mate,white,1598,1757,Sicilian Defense
dZ0HCVab,57,resign,white,1783,1530,French Defense: Winawer Variation |  Delayed Exchange Variation
IdjjHeiV,76,resign,black,1536,1726,Ruy Lopez: Steinitz Defense
IFR6IL80,62,mate,black,1669,1520,Scandinavian Defense
P5xPEj1Q,56,resign,black,1522,1941,Caro-Kann Defense
I9N2aoyu,107,mate,white,1681,1528,Philidor Defense
0mPyN9xO,21,resign,black,1536,1642,Scandinavian Defense
OG7dtFog,33,resign,white,1743,1542,Queen's Pawn Game: Zukertort Variation
eQCfOH7H,69,resign,white,1527,1648,Philidor Defense #4
3npN34ml,57,resign,white,1652,1534,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation
0ozyYLJB,37,resign,white,1681,1541,Philidor Defense #3
eHN30gHt,47,resign,white,1626,1550,English Opening: King's English Variation
s5f0ADSn,77,resign,black,1558,1652,Philidor Defense #3
QFnxgoT5,60,resign,black,1567,1646,King's Knight Opening: Normal Variation
unLXzwio,60,mate,black,1576,1656,Ruy Lopez: Steinitz Defense
cFvryiCA,85,resign,white,1558,1588,King's Pawn Game: Wayward Queen Attack
J0CzTH6D,125,resign,white,1576,1596,French Defense: Two Knights Variation
xZzID2kD,61,resign,white,1833,1581,Philidor Defense #2
mhaFP2nW,209,resign,white,1859,1585,Philidor Defense #3
3RcNuMvw,89,mate,white,1680,1593,Philidor Defense #3
9B2Xi4uI,104,draw,draw,1588,1756,French Defense: Knight Variation
MxpS5jnV,49,resign,white,1575,1643,Italian Game: Classical Variation #2
RJrYZphp,116,mate,black,1583,1699,French Defense #2
eYCV0e3E,77,resign,white,1797,1588,Philidor Defense #3
p8csnMig,78,resign,black,1731,1572,King's Gambit
dGpeHf5Y,43,mate,white,1565,1584,Queen's Pawn Game #2
tH0OEYoy,34,resign,black,1698,1568,Bishop's Opening
AmVga76G,70,resign,black,1572,1828,Sicilian Defense: Bowdler Attack
MFWP05NU,23,resign,white,1645,1568,Philidor Defense
OL04TGHI,132,resign,white,1623,1578,Philidor Defense #2
OVmhjbzX,121,mate,white,1657,1587,Queen's Pawn Game: Symmetrical Variation
VGEdDLTp,50,resign,white,1934,1590,Queen's Gambit Declined
VwpAstwn,51,resign,white,1657,1600,Philidor Defense #2
EKN097jP,45,mate,white,1668,1610,Queen's Pawn Game: Anti-Torre
FVHChe2F,90,resign,black,1616,1776,Sicilian Defense: Chekhover Variation
81BCYLdX,45,resign,white,1607,1551,Modern Defense
JmAX9rAE,26,resign,black,1623,1594,Philidor Defense #3
wsUN33HY,19,resign,white,2189,1595,Queen's Pawn Game: Anti-Torre
Myz9uU1q,70,resign,white,1581,1649,Philidor Defense #4
BE570jpv,27,resign,white,1710,1589,Vienna Game
5Ha9R8rX,99,resign,white,1853,1593,Philidor Defense #3
wB3PUFEy,52,mate,black,1595,2030,Modern Defense
anmPksOQ,72,resign,black,1589,1728,Scandinavian Defense
vv540AJ0,61,mate,white,1956,1591,Queen's Gambit Declined
rLFgzIKL,33,mate,white,1832,1583,Queen's Gambit Declined: Three Knights Variation
oKD0mzPe,85,resign,white,1737,1590,Bishop's Opening
O1aeKYVU,45,mate,white,1712,1598,French Defense: Knight Variation
PLYrSuWR,50,mate,black,1211,1500,Italian Game: Two Knights Defense
M1cgACGl,43,mate,white,1834,1218,King's Pawn Game: Busch-Gass Gambit
L2EdSOzt,43,mate,white,1742,1218,King's Pawn Game: Nimzowitsch Defense
gTCNbh3o,17,mate,white,1742,1218,Owen Defense
u8spfpAh,113,mate,white,1500,1261,Owen Defense
nLm6oKZO,18,resign,black,1317,1538,Scandinavian Defense
CXPDNH40,46,mate,black,1317,1500,King's Pawn Game: Leonardis Variation
XehgoTOZ,23,mate,white,1500,1317,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
2GvaOkk5,39,mate,white,1940,1327,King's Pawn Game: Nimzowitsch Defense
Dpp2kpwu,63,mate,white,1504,1500,Owen Defense
SjyGWTnq,102,outoftime,black,1724,1847,French Defense: Normal Variation
BXOSAfaa,24,resign,white,1800,1733,Nimzo-Indian Defense #2
TqdAknba,80,outoftime,black,1741,1880,Sicilian Defense: Loewenthal Variation
wawk02Fd,25,mate,white,1874,1748,Sicilian Defense: McDonnell Attack
DPE1mbu6,12,resign,black,1758,1815,Italian Game: Schilling-Kostic Gambit
BTLWdnmg,56,mate,black,1842,1743,Sicilian Defense: Najdorf |  Lipnitsky Attack
tZceAsBc,53,draw,draw,1741,1804,Sicilian Defense: Paulsen Variation
K2ayt8Ek,63,resign,white,1727,1800,Sicilian Defense #2
8pXdECBa,75,mate,white,1847,1735,Sicilian Defense: Closed #2
yrCYqS7t,33,resign,white,1867,1743,Queen's Pawn Game: Franco-Sicilian Defense
SdFSihKv,42,resign,black,1753,1811,Russian Game: Stafford Gambit
vAcUt4N7,64,mate,black,1809,1739,Sicilian Defense: Bowdler Attack
gXubaboP,17,resign,black,1811,1723,Indian Game: Seirawan Attack
zVpq7Gze,34,resign,black,1733,1802,Philidor Defense
zgUJS8bF,41,resign,white,1826,1743,Queen's Pawn Game: Veresov Attack |  Alburt Defense
kYQEo3zi,37,mate,white,1726,1856,King's Pawn Game: McConnell Defense
T0lBIKUf,73,mate,white,1710,1815,Scandinavian Defense: Mieses-Kotroc Variation
M6f7WsSj,110,outoftime,black,1719,1817,Italian Game: Anti-Fried Liver Defense
JS3Hs1Cf,41,resign,white,1809,1729,Sicilian Defense: Najdorf Variation
YdTn9ZlH,62,resign,black,1884,1710,Zukertort Opening: Sicilian Invitation
QD9fchtQ,44,mate,black,1797,1693,Sicilian Defense: Najdorf Variation |  Opocensky Variation
y695C09C,57,draw,draw,1689,1801,Sicilian Defense: Quinteros Variation
dEvcZHFh,49,mate,white,1668,1891,Robatsch (Modern) Defense
sjrozzKu,55,resign,white,1804,1677,English Opening: Symmetrical Variation
D1T25WrN,83,mate,white,1805,1686,Indian Game: Seirawan Attack
iIqPjRcT,52,mate,black,1696,1812,Sicilian Defense: Najdorf Variation
6hHlGbRn,26,resign,black,1703,1880,Russian Game: Urusov Gambit
aFoMqsZK,82,outoftime,black,1890,1681,Sicilian Defense: Najdorf Variation
oOVXuygv,80,outoftime,black,1690,1830,Nimzowitsch Defense: Mikenas Variation
ZmCbS1t6,37,resign,white,1823,1700,Sicilian Defense: Scheveningen Variation
iFCBS7DK,18,resign,white,1679,1838,Nimzowitsch Defense: Mikenas Variation
TEKvQDGq,47,outoftime,white,1908,1697,Pirc Defense #4
aNOsEN0q,42,resign,black,1704,1903,Philidor Defense #4
cYyFW9u1,71,resign,white,1897,1713,Sicilian Defense: Bowdler Attack
8dptcjnH,71,outoftime,white,1880,1722,Sicilian Defense
I2W2r9Cu,67,outoftime,white,1888,1732,Sicilian Defense
BmLDOCGt,75,outoftime,white,1850,1744,Nimzo-Indian Defense #2
euQD45XD,43,resign,white,1792,1760,Sicilian Defense
1mIDMdUc,41,resign,black,1775,1816,Philidor Defense #3
j2nkHjrM,69,outoftime,white,1806,1793,Horwitz Defense
NT79AsYH,24,resign,white,1772,1817,Italian Game
75rU3VvQ,41,resign,black,1772,1919,Philidor Defense #4
uW6RqiDG,73,resign,white,1877,1787,Sicilian Defense: Canal Attack |  Main Line
LCYpF5cV,31,resign,white,1886,1803,Sicilian Defense #2
ugAn4YGk,37,resign,white,1739,1830,Queen's Indian Defense
DOlMhN0n,84,outoftime,black,1852,1872,Robatsch (Modern) Defense
6nr0qzOG,57,mate,white,1861,1877,Sicilian Defense: McDonnell Attack
1mf2tsYU,29,resign,white,1850,1872,Italian Game: Giuoco Pianissimo |  Normal
Kl5OMSHr,56,outoftime,black,1881,1830,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line
7osAIvsP,36,resign,black,1352,1610,Italian Game: Two Knights Defense
2DCK5K6r,87,mate,white,1605,1296,Blackmar-Diemer Gambit Declined |  Lamb Defense
87uUPKdk,114,mate,black,1066,1602,King's Pawn Opening: 2.b3
zCET88T5,53,resign,white,1477,1602,Sicilian Defense
86s5g46i,41,resign,white,1602,1477,French Defense: Advance Variation #4
GMKUZSs3,62,mate,black,1708,2024,King's Knight Opening: Konstantinopolsky
68OBhLWc,63,resign,white,2024,1708,Sicilian Defense: Closed Variation
5nvbvQs9,54,mate,black,1708,2024,King's Indian Defense: Orthodox Variation
gP5y7JN4,38,resign,black,1708,2024,Queen's Pawn Game: Colle System |  Anti-Colle
Bl4J46Je,115,draw,draw,1458,1708,Queen's Pawn Game: Colle System
0XTDPvxO,68,resign,black,1708,1844,Queen's Pawn Game: Anti-Torre
rFK4Y8gt,21,resign,black,1708,1500,Scotch Game
N8BHKGxI,64,resign,white,1545,1708,Indian Game
XhMKGbHC,68,mate,black,1708,1708,Indian Game
1Kyrn2ht,50,resign,black,1500,1708,Sicilian Defense: Sozin Attack
YEMT4fVY,61,mate,white,1708,1500,Queen's Pawn Game: Krause Variation
j5XSpCce,8,resign,black,1478,1708,Sicilian Defense
SdHDVUT2,45,resign,white,1708,1577,French Defense: Advance Variation |  Nimzowitsch System
OEM7Uzrh,86,resign,black,1701,1708,English Opening: Anglo-Indian Defense |  King's Indian Formation
EKNqvzZA,84,resign,black,1520,1708,Sicilian Defense
SFcIkgfh,37,mate,white,1708,1410,Queen's Pawn Game: Zukertort Variation
yBWZcqBw,119,resign,white,1708,1410,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order
iYFKVHDf,45,resign,white,1332,1708,Sicilian Defense: Brick Variation
KhiiHTvz,46,resign,white,2180,1708,Sicilian Defense: McDonnell Attack
9wIH9GUH,84,resign,black,1708,2180,Queen's Pawn Game: Colle System
0I3K7eXR,45,draw,draw,2180,1708,King's Indian Defense: Normal Variation |  Deferred Fianchetto
ml6RRI8n,52,resign,black,1323,1708,Caro-Kann Defense
SVtLq43U,25,resign,black,1708,1540,Sicilian Defense
e3hQaDTK,91,resign,white,1954,1708,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
MKPIGXNs,3,resign,white,1708,1215,Englund Gambit
iBa0DUK8,45,resign,white,1708,1668,Queen's Pawn Game: Colle System
23I9pP3l,64,resign,black,1470,1708,Sicilian Defense
XES5OO6E,54,resign,black,1708,1579,King's Indian Attack
NW6zDJiq,101,resign,white,1708,1638,Zukertort Opening: Black Mustang Defense
laqPiLqq,147,outoftime,white,1708,1592,Queen's Pawn Game: Chigorin Variation
5FSPGWl7,65,mate,white,1371,1486,King's Pawn Game: Damiano Defense
XtqNppi9,90,outoftime,black,1479,1475,King's Gambit Declined |  Queen's Knight Defense
1VRjI5fa,61,mate,white,1339,1490,King's Pawn Game: Damiano Defense
FlZFwsHu,130,mate,black,1506,1321,Queen's Pawn Game: Chigorin Variation
4PkizDwo,44,mate,black,1454,1497,King's Pawn Game: Damiano Defense
MqLZc9gZ,39,resign,white,1488,1422,Old Benoni Defense #2
9bnjAmCe,43,resign,white,1476,1506,Queen's Pawn Opening: Veresov |  Richter Attack
eFKoGST3,62,resign,black,1397,1468,Queen's Gambit Accepted: Normal Variation
HFhSKwDs,69,mate,white,1461,1338,Queen's Pawn Opening: Veresov |  Richter Attack
rWKqBWzt,56,mate,black,1364,1453,Queen's Pawn Game: Zukertort Variation
IFZCBQa6,92,mate,black,1456,1444,Van Geet Opening: Berlin Gambit
CsZttZBX,68,mate,black,1400,1446,King's Pawn Game: Leonardis Variation
rO1FhHQY,65,resign,white,1435,1486,Queen's Pawn Opening: Veresov |  Richter Attack
fPYdqEFS,72,mate,black,1354,1427,King's Pawn Game: Leonardis Variation
skUoJSNr,51,mate,white,1418,1361,Queen's Pawn Game: Steinitz Countergambit
06Bm6AK0,90,mate,black,1409,1407,King's Pawn Game: Damiano Defense
ZDbvSP3g,129,outoftime,white,1399,1319,Queen's Pawn Opening: Veresov |  Richter Attack
Rzn6iP9a,48,mate,black,1386,1388,King's Pawn Game: Damiano Defense
nTD5VGd6,54,mate,black,1398,1436,Scandinavian Defense
gDhorvKq,56,mate,black,1409,1268,Queen's Pawn Opening: Veresov |  Richter Attack
HlfMbDq3,118,mate,black,1500,1400,King's Pawn Game: Damiano Defense
jz2Q4KF6,107,mate,white,1473,1409,Scotch Game
qSCXRe6d,46,mate,black,1361,1399,Queen's Pawn Game #2
UJkjouan,19,mate,white,1389,1370,French Defense: Normal Variation
izvNVfri,42,resign,black,1381,1379,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line
oueLO8ee,39,mate,white,1368,1382,Queen's Pawn Game
94xwONHN,57,mate,white,1359,1339,Queen's Pawn Game: Chigorin Variation
0izNlx55,43,mate,white,1348,1360,Queen's Pawn Game: Chigorin Variation
HWapmqUt,79,mate,white,1349,1359,King's Pawn Game: Wayward Queen Attack
vdCpgabn,103,mate,white,1415,1379,Vienna Game: Stanley Variation
FglBsImw,104,mate,black,1389,1405,Queen's Pawn Opening: Veresov |  Richter Attack
Y2xhAPWA,78,mate,black,1397,1509,French Defense: Advance Variation #3
yAUrChQe,67,resign,white,1392,1395,King's Pawn Game: Damiano Defense
pVGFZvxX,66,mate,black,1407,1373,King's Pawn Game: Napoleon Attack
XsCAKB4W,113,mate,white,1359,1420,King's Pawn Game: Damiano Defense
uSE5OKDc,13,resign,white,1410,1390,King's Pawn Game: Napoleon Attack
HJ4uSbD2,18,resign,black,1429,1399,King's Pawn Game: Damiano Defense
UHbOpfDV,38,mate,black,1374,1391,Van't Kruijs Opening
FD9T23VD,68,mate,black,1403,1363,French Defense: Normal Variation
5peeAq84,37,resign,white,1350,1416,Queen's Pawn Game #3
Dh00ngOC,38,resign,black,1355,1406,Queen's Pawn Game: Chigorin Variation
PVJQFwi6,74,resign,black,1782,1710,King's Gambit Accepted |  King's Knight Gambit
IdZ82Ko3,76,resign,black,1734,1697,Italian Game: Giuoco Pianissimo
t9q46y47,27,resign,black,1707,1775,Sicilian Defense
C6wmpTxG,55,resign,white,1978,1711,Ruy Lopez: Morphy Defense |  Caro Variation
UlzoME1g,48,resign,white,1704,1549,Queen's Indian Accelerated
ThHbksic,76,resign,black,1710,1692,Scotch Game
pzfKnCUe,168,resign,black,1705,1679,Caro-Kann Defense: Exchange Variation
QNPAmK2S,46,resign,black,1712,1867,Queen's Pawn Game: Veresov Attack |  Dutch System
89AncTJX,114,mate,black,1505,1706,Queen's Pawn Game #2
amHUgntv,32,resign,white,1864,1713,Scotch Game: Scotch Gambit
nbFuh8ZW,126,outoftime,black,1718,1941,Indian Game
UD1PnaRe,95,mate,white,1374,1740,Giuoco Piano
GrCFwAXq,55,resign,white,1879,1747,Ruy Lopez: Morphy Defense |  Graz Variation
GJWveHwR,149,mate,white,1743,1498,Queen's Pawn
Lzff4Asf,83,outoftime,white,1730,1754,Sicilian Defense: O'Kelly Variation |  Yerevan System
PuX6fml6,30,resign,white,2092,1733,Scotch Game: Haxo Gambit
CsBE5u0y,144,mate,black,1752,1465,Queen's Gambit Refused: Marshall Defense
Y4TnHYh9,123,mate,white,1730,1753,English Opening: King's English Variation |  Two Knights Variation
3PdGXJzb,41,resign,black,1760,1908,King's Indian Defense: Normal Variation |  Rare Defenses
JCpKlgOv,104,draw,draw,1920,1755,Scotch Game
gu8SvzFj,24,resign,black,1758,2112,Gruenfeld Defense: Stockholm Variation
MRMWC1d8,39,resign,white,1750,1634,Benoni Defense: Benoni Gambit Accepted
OVHWb7eg,92,resign,black,1877,1733,Ruy Lopez: Morphy Defense |  Graz Variation
OadPeryr,109,resign,white,1716,1857,French Defense: Knight Variation
dvZmhCOG,70,mate,black,1057,1716,Queen's Pawn Game #3
7mGQV4CQ,49,resign,white,1858,1723,Bishop's Opening: Berlin Defense
IFuPlxnb,77,resign,white,1888,1723,Reti Opening
48MueB7r,95,resign,white,1705,1927,French Defense: Knight Variation
S7ZUTQA6,136,mate,black,2054,1683,Hungarian Opening
o9HMMGC9,46,resign,black,1686,2022,Dutch Defense: Queen's Knight Variation
moI37ZV0,21,resign,black,1209,1685,Queen's Pawn Game: Symmetrical Variation
NAYaLa2V,52,resign,black,1964,2331,Grob Opening: Spike Attack
GqEc5RhO,58,mate,black,1754,2329,Queen's Pawn Game: Stonewall Attack
aBqSsQkG,43,resign,white,2329,1613,Ruy Lopez: Berlin Defense |  Closed Wolf Variation
C3Oxhlwi,59,resign,white,2320,2132,Sicilian Defense: Scheveningen Variation
kmnsm0TV,76,resign,black,2275,2303,English Opening: Agincourt Defense |  Neo-Catalan Declined
7utnw2gJ,62,outoftime,black,1846,1788,Sicilian Defense: Najdorf Variation |  English Attack
Jbvp1cvR,97,resign,white,1780,1677,Rat Defense: Small Center Defense
92U5vKb7,62,resign,white,1776,1460,Sicilian Defense #2
Tn7AiNYC,36,resign,black,1788,1600,Englund Gambit Complex: Englund Gambit
Haoy2uuw,118,resign,black,1552,1783,Van't Kruijs Opening
Z35Ve929,71,mate,white,1877,1792,Sicilian Defense
CUJfMy2n,51,draw,draw,1622,1797,Sicilian Defense: McDonnell Attack
QjTTCKHZ,45,mate,white,1793,1519,Pirc Defense #2
fCHzoyBc,41,mate,white,1792,1178,Queen's Gambit Refused: Marshall Defense
KGvkPTKL,54,mate,black,1655,1785,Sicilian Defense: Canal Attack |  Main Line
b3tZRnvM,92,outoftime,black,1676,1777,Sicilian Defense
hPP52faV,59,resign,white,1775,1337,Queen's Gambit Accepted: Old Variation
biDckkF8,64,mate,black,1408,1772,Sicilian Defense: Closed Variation |  Traditional
yeKt9TZn,103,draw,draw,1778,1579,Queen's Gambit Declined: Semi-Tarrasch Defense
Ciu1IgzF,106,resign,black,1798,1390,Queen's Gambit Accepted: Old Variation
pTSGjzsp,69,mate,white,1786,1816,Gruenfeld Defense: Three Knights Variation |  Petrosian System
YBakGSvi,41,resign,white,1764,1798,Sicilian Defense: Chekhover Variation
BS5Zr8jU,69,mate,white,1783,1916,Queen's Gambit Declined: Three Knights Variation
5zrYO1vV,44,mate,black,1548,1517,Italian Game: Two Knights Defense |  Modern Bishop's Opening
Kx78hrmY,99,draw,draw,1517,1548,Caro-Kann Defense
QNnp7Dds,164,outoftime,black,1558,1583,Italian Game: Two Knights Defense |  Modern Bishop's Opening
VJkAp7YG,42,resign,white,1544,1636,Sicilian Defense: Open #3
UhMiqvGp,107,draw,draw,1541,1651,Philidor Defense
w3mg4uBK,58,resign,black,1542,1530,Caro-Kann Defense
nA1HiO32,23,resign,white,1522,1486,Italian Game: Classical Variation |  Giuoco Pianissimo
HeUnDBgy,20,outoftime,black,1532,1567,Modern Defense: Two Knights Variation
QAOsy7xq,62,resign,white,1533,1544,Caro-Kann Defense: Advance Variation |  Short Variation
tvzMoa5S,57,mate,white,1707,1550,Queen's Pawn Game: Mason Attack
25AeRnsc,58,draw,draw,1547,1664,Alekhine Defense
7SPLBrM0,17,resign,white,1536,1534,Philidor Defense
M3pdLjNy,37,resign,white,1524,1536,Philidor Defense
4FTQZDxq,81,resign,white,1514,1511,King's Pawn Game: McConnell Defense
3Q5GjqzC,72,mate,black,1522,1502,Caro-Kann Defense: Advance Variation |  Bayonet Attack
CMkAXLNK,19,resign,white,1489,1378,Italian Game: Classical Variation |  Giuoco Pianissimo
JaL3Tgb0,46,resign,white,1489,1511,Italian Game: Classical Variation |  Giuoco Pianissimo
dCkOHehy,7,resign,black,1588,1489,Caro-Kann Defense: Advance Variation
y7DVNJY7,74,mate,black,1500,1489,Caro-Kann Defense: Hillbilly Attack
aNxC8zDH,28,resign,black,1489,1567,French Defense: Exchange Variation
FCl3twFf,21,outoftime,white,1489,1566,King's Pawn Game: Busch-Gass Gambit
Pn1QyDty,21,resign,white,1500,1489,Caro-Kann Defense
